Time,Position,Percentage,Lots,Number
2024-01-29 17:38:35.547878,Long,70.0,14964.32,52407.0
2024-01-29 17:38:43.887565,Short,30.0,6295.46,23082.0
2024-01-29 17:38:43.887565,Long,70.0,14964.32,52407.0
2024-01-29 17:38:51.092424,Short,30.0,6295.46,23082.0
2024-01-29 17:38:51.092424,Long,70.0,14964.32,52407.0
2024-01-29 17:38:58.334915,Short,31.0,6310.55,23068.0
2024-01-29 17:38:58.334915,Long,69.0,14173.58,51735.0
2024-01-29 17:39:05.566443,Short,31.0,6310.55,23068.0
2024-01-29 17:39:05.566443,Long,69.0,14173.58,51735.0
2024-01-29 17:39:12.944831,Short,31.0,6310.55,23068.0
2024-01-29 17:39:12.944831,Long,69.0,14173.58,51735.0
2024-01-29 17:39:20.500774,Short,31.0,6310.55,23068.0
2024-01-29 17:39:20.500774,Long,69.0,14173.58,51735.0
2024-01-29 17:39:29.313809,Short,31.0,6310.55,23068.0
2024-01-29 17:39:29.313809,Long,69.0,14173.58,51735.0
2024-01-29 17:39:36.723192,Short,31.0,6310.55,23068.0
2024-01-29 17:39:36.723192,Long,69.0,14173.58,51735.0
2024-01-29 17:39:44.050645,Short,31.0,6310.55,23068.0
2024-01-29 17:39:44.050645,Long,69.0,14173.58,51735.0
2024-01-29 17:39:51.333883,Short,31.0,6310.55,23068.0
2024-01-29 17:39:51.333883,Long,69.0,14173.58,51735.0
2024-01-29 17:39:58.829654,Short,31.0,6309.89,23064.0
2024-01-29 17:39:58.829654,Long,69.0,13842.81,51560.0
2024-01-29 17:40:06.449196,Short,31.0,6309.89,23064.0
2024-01-29 17:40:06.449196,Long,69.0,13842.81,51560.0
2024-01-29 17:40:14.248177,Short,31.0,6309.89,23064.0
2024-01-29 17:40:14.248177,Long,69.0,13842.81,51560.0
2024-01-29 17:40:22.040804,Short,31.0,6309.89,23064.0
2024-01-29 17:40:22.040804,Long,69.0,13842.81,51560.0
2024-01-29 17:40:30.364701,Short,31.0,6309.89,23064.0
2024-01-29 17:40:30.364701,Long,69.0,13842.81,51560.0
2024-01-29 17:40:37.749383,Short,31.0,6309.89,23064.0
2024-01-29 17:40:37.749383,Long,69.0,13842.81,51560.0
2024-01-29 17:40:44.958126,Short,31.0,6309.89,23064.0
2024-01-29 17:40:44.958126,Long,69.0,13842.81,51560.0
2024-01-29 17:40:52.193062,Short,31.0,6309.89,23064.0
2024-01-29 17:40:52.193062,Long,69.0,13842.81,51560.0
2024-01-29 17:40:59.792637,Short,31.0,6312.5,23062.0
2024-01-29 17:40:59.792637,Long,69.0,13842.29,51539.0
2024-01-29 17:41:07.029615,Short,31.0,6312.5,23062.0
2024-01-29 17:41:07.029615,Long,69.0,13842.29,51539.0
2024-01-29 17:41:13.718878,Short,31.0,6312.5,23062.0
2024-01-29 17:41:13.718878,Long,69.0,13842.29,51539.0
2024-01-29 17:41:21.352142,Short,31.0,6312.5,23062.0
2024-01-29 17:41:21.352142,Long,69.0,13842.29,51539.0
2024-01-29 17:41:27.778683,Short,31.0,6312.5,23062.0
2024-01-29 17:41:27.778683,Long,69.0,13842.29,51539.0
2024-01-29 17:41:34.207900,Short,31.0,6312.5,23062.0
2024-01-29 17:41:34.207900,Long,69.0,13842.29,51539.0
2024-01-29 17:41:40.704209,Short,31.0,6312.5,23062.0
2024-01-29 17:41:40.704209,Long,69.0,13842.29,51539.0
2024-01-29 17:41:47.223901,Short,31.0,6312.5,23062.0
2024-01-29 17:41:47.223901,Long,69.0,13842.29,51539.0
2024-01-29 17:41:53.768454,Short,31.0,6312.5,23062.0
2024-01-29 17:41:53.768454,Long,69.0,13842.29,51539.0
2024-01-29 17:42:00.199795,Short,31.0,6311.75,23061.0
2024-01-29 17:42:00.199795,Long,69.0,13828.56,51474.0
2024-01-29 17:42:06.685923,Short,31.0,6311.75,23061.0
2024-01-29 17:42:06.685923,Long,69.0,13828.56,51474.0
2024-01-29 17:42:13.504532,Short,31.0,6311.75,23061.0
2024-01-29 17:42:13.504532,Long,69.0,13828.56,51474.0
2024-01-29 17:42:19.975648,Short,31.0,6311.75,23061.0
2024-01-29 17:42:19.975648,Long,69.0,13828.56,51474.0
2024-01-29 17:42:29.397764,Short,31.0,6311.75,23061.0
2024-01-29 17:42:29.397764,Long,69.0,13828.56,51474.0
2024-01-29 17:42:36.132967,Short,31.0,6311.75,23061.0
2024-01-29 17:42:36.132967,Long,69.0,13828.56,51474.0
2024-01-29 17:42:43.341025,Short,31.0,6311.75,23061.0
2024-01-29 17:42:43.341025,Long,69.0,13828.56,51474.0
2024-01-29 17:42:50.510509,Short,31.0,6311.75,23061.0
2024-01-29 17:42:50.510509,Long,69.0,13828.56,51474.0
2024-01-29 17:42:52.526352,Short,31.0,6311.75,23061.0
2024-01-29 17:42:52.526352,Long,69.0,13828.56,51474.0
2024-01-29 17:42:59.313203,Short,31.0,6311.95,23063.0
2024-01-29 17:42:59.313203,Long,69.0,13826.86,51467.0
2024-01-29 17:43:05.758035,Short,31.0,6311.95,23063.0
2024-01-29 17:43:05.758035,Long,69.0,13826.86,51467.0
2024-01-29 17:43:12.255966,Short,31.0,6311.95,23063.0
2024-01-29 17:43:12.255966,Long,69.0,13826.86,51467.0
2024-01-29 17:43:18.605831,Short,31.0,6311.95,23063.0
2024-01-29 17:43:18.605831,Long,69.0,13826.86,51467.0
2024-01-29 17:43:25.444612,Short,31.0,6311.95,23063.0
2024-01-29 17:43:25.444612,Long,69.0,13826.86,51467.0
2024-01-29 17:43:32.490853,Short,31.0,6311.95,23063.0
2024-01-29 17:43:32.490853,Long,69.0,13826.86,51467.0
2024-01-29 17:43:38.577603,Short,31.0,6311.95,23063.0
2024-01-29 17:43:38.577603,Long,69.0,13826.86,51467.0
2024-01-29 17:43:44.666241,Short,31.0,6311.95,23063.0
2024-01-29 17:43:44.666241,Long,69.0,13826.86,51467.0
2024-01-29 17:43:50.796498,Short,31.0,6311.95,23063.0
2024-01-29 17:43:50.796498,Long,69.0,13826.86,51467.0
2024-01-29 17:43:57.127943,Short,31.0,6311.95,23063.0
2024-01-29 17:43:57.127943,Long,69.0,13826.86,51467.0
2024-01-29 17:44:03.242770,Short,31.0,6312.04,23058.0
2024-01-29 17:44:03.242770,Long,69.0,13755.66,51309.0
2024-01-29 17:44:09.334776,Short,31.0,6312.04,23058.0
2024-01-29 17:44:09.334776,Long,69.0,13755.66,51309.0
2024-01-29 17:44:15.418173,Short,31.0,6312.04,23058.0
2024-01-29 17:44:15.418173,Long,69.0,13755.66,51309.0
2024-01-29 17:44:21.561485,Short,31.0,6312.04,23058.0
2024-01-29 17:44:21.561485,Long,69.0,13755.66,51309.0
2024-01-29 17:44:27.892476,Short,31.0,6312.04,23058.0
2024-01-29 17:44:27.892476,Long,69.0,13755.66,51309.0
2024-01-29 17:44:34.053604,Short,31.0,6312.04,23058.0
2024-01-29 17:44:34.053604,Long,69.0,13755.66,51309.0
2024-01-29 17:44:40.314556,Short,31.0,6312.04,23058.0
2024-01-29 17:44:40.314556,Long,69.0,13755.66,51309.0
2024-01-29 17:44:46.878801,Short,31.0,6312.04,23058.0
2024-01-29 17:44:46.878801,Long,69.0,13755.66,51309.0
2024-01-29 17:44:53.313253,Short,31.0,6312.04,23058.0
2024-01-29 17:44:53.313253,Long,69.0,13755.66,51309.0
2024-01-29 17:44:59.767248,Short,31.0,6312.04,23058.0
2024-01-29 17:44:59.767248,Long,69.0,13755.66,51309.0
2024-01-29 17:45:06.742057,Short,31.0,6315.46,23044.0
2024-01-29 17:45:06.742057,Long,69.0,13754.13,51318.0
2024-01-29 17:45:12.957218,Short,31.0,6315.46,23044.0
2024-01-29 17:45:12.957218,Long,69.0,13754.13,51318.0
2024-01-29 17:45:19.309792,Short,31.0,6315.46,23044.0
2024-01-29 17:45:19.309792,Long,69.0,13754.13,51318.0
2024-01-29 17:45:25.446981,Short,31.0,6315.46,23044.0
2024-01-29 17:45:25.446981,Long,69.0,13754.13,51318.0
2024-01-29 17:45:31.735689,Short,31.0,6315.46,23044.0
2024-01-29 17:45:31.735689,Long,69.0,13754.13,51318.0
2024-01-29 17:45:38.032659,Short,31.0,6315.46,23044.0
2024-01-29 17:45:38.032659,Long,69.0,13754.13,51318.0
2024-01-29 17:45:44.122078,Short,31.0,6315.46,23044.0
2024-01-29 17:45:44.122078,Long,69.0,13754.13,51318.0
2024-01-29 17:45:50.265005,Short,31.0,6315.46,23044.0
2024-01-29 17:45:50.265005,Long,69.0,13754.13,51318.0
2024-01-29 17:45:56.376577,Short,31.0,6315.46,23044.0
2024-01-29 17:45:56.376577,Long,69.0,13754.13,51318.0
2024-01-29 17:46:02.535771,Short,31.0,6315.46,23044.0
2024-01-29 17:46:02.535771,Long,69.0,13754.13,51318.0
2024-01-29 17:46:08.657407,Short,31.0,6318.58,23029.0
2024-01-29 17:46:08.657407,Long,69.0,13749.02,51278.0
2024-01-29 17:46:14.791675,Short,31.0,6318.58,23029.0
2024-01-29 17:46:14.791675,Long,69.0,13749.02,51278.0
2024-01-29 17:46:21.275456,Short,31.0,6318.58,23029.0
2024-01-29 17:46:21.275456,Long,69.0,13749.02,51278.0
2024-01-29 17:46:27.564571,Short,31.0,6318.58,23029.0
2024-01-29 17:46:27.564571,Long,69.0,13749.02,51278.0
2024-01-29 17:46:33.681901,Short,31.0,6318.58,23029.0
2024-01-29 17:46:33.681901,Long,69.0,13749.02,51278.0
2024-01-29 17:46:39.798349,Short,31.0,6318.58,23029.0
2024-01-29 17:46:39.798349,Long,69.0,13749.02,51278.0
2024-01-29 17:46:46.332332,Short,31.0,6318.58,23029.0
2024-01-29 17:46:46.332332,Long,69.0,13749.02,51278.0
2024-01-29 17:46:52.612555,Short,31.0,6318.58,23029.0
2024-01-29 17:46:52.612555,Long,69.0,13749.02,51278.0
2024-01-29 17:46:58.692994,Short,31.0,6318.58,23029.0
2024-01-29 17:46:58.692994,Long,69.0,13749.02,51278.0
2024-01-29 17:47:05.217207,Short,31.0,6318.58,23029.0
2024-01-29 17:47:05.217207,Long,69.0,13749.02,51278.0
2024-01-29 17:47:11.351329,Short,32.0,6315.53,23012.0
2024-01-29 17:47:11.351329,Long,68.0,13565.46,51226.0
2024-01-29 17:47:17.435113,Short,32.0,6315.53,23012.0
2024-01-29 17:47:17.435113,Long,68.0,13565.46,51226.0
2024-01-29 17:47:23.520210,Short,32.0,6315.53,23012.0
2024-01-29 17:47:23.520210,Long,68.0,13565.46,51226.0
2024-01-29 17:47:29.624038,Short,32.0,6315.53,23012.0
2024-01-29 17:47:29.624038,Long,68.0,13565.46,51226.0
2024-01-29 17:47:35.775346,Short,32.0,6315.53,23012.0
2024-01-29 17:47:35.775346,Long,68.0,13565.46,51226.0
2024-01-29 17:47:42.063524,Short,32.0,6315.53,23012.0
2024-01-29 17:47:42.063524,Long,68.0,13565.46,51226.0
2024-01-29 17:47:48.230486,Short,32.0,6315.53,23012.0
2024-01-29 17:47:48.230486,Long,68.0,13565.46,51226.0
2024-01-29 17:47:54.371784,Short,32.0,6315.53,23012.0
2024-01-29 17:47:54.371784,Long,68.0,13565.46,51226.0
2024-01-29 17:48:01.077159,Short,32.0,6315.53,23012.0
2024-01-29 17:48:01.077159,Long,68.0,13565.46,51226.0
2024-01-29 17:48:07.403635,Short,32.0,6313.33,22996.0
2024-01-29 17:48:07.403635,Long,68.0,13392.59,51181.0
2024-01-29 17:48:13.700756,Short,32.0,6313.33,22996.0
2024-01-29 17:48:13.700756,Long,68.0,13392.59,51181.0
2024-01-29 17:48:19.950873,Short,32.0,6313.33,22996.0
2024-01-29 17:48:19.950873,Long,68.0,13392.59,51181.0
2024-01-29 17:48:26.394030,Short,32.0,6313.33,22996.0
2024-01-29 17:48:26.394030,Long,68.0,13392.59,51181.0
2024-01-29 17:48:32.648511,Short,32.0,6313.33,22996.0
2024-01-29 17:48:32.648511,Long,68.0,13392.59,51181.0
2024-01-29 17:48:39.972261,Short,32.0,6313.33,22996.0
2024-01-29 17:48:39.972261,Long,68.0,13392.59,51181.0
2024-01-29 17:48:46.753292,Short,32.0,6313.33,22996.0
2024-01-29 17:48:46.753292,Long,68.0,13392.59,51181.0
2024-01-29 17:48:53.450301,Short,32.0,6313.33,22996.0
2024-01-29 17:48:53.450301,Long,68.0,13392.59,51181.0
2024-01-29 17:49:00.459307,Short,32.0,6313.33,22996.0
2024-01-29 17:49:00.459307,Long,68.0,13392.59,51181.0
2024-01-29 17:49:07.492403,Short,32.0,6313.33,22996.0
2024-01-29 17:49:07.492403,Long,68.0,13392.59,51181.0
2024-01-29 17:49:14.244454,Short,32.0,6310.94,22958.0
2024-01-29 17:49:14.244454,Long,68.0,13209.86,51074.0
2024-01-29 17:49:21.269377,Short,32.0,6310.94,22958.0
2024-01-29 17:49:21.269377,Long,68.0,13209.86,51074.0
2024-01-29 17:49:28.720862,Short,32.0,6310.94,22958.0
2024-01-29 17:49:28.720862,Long,68.0,13209.86,51074.0
2024-01-29 17:49:35.792214,Short,32.0,6310.94,22958.0
2024-01-29 17:49:35.792214,Long,68.0,13209.86,51074.0
2024-01-29 17:49:42.052458,Short,32.0,6310.94,22958.0
2024-01-29 17:49:42.052458,Long,68.0,13209.86,51074.0
2024-01-29 17:49:48.692796,Short,32.0,6310.94,22958.0
2024-01-29 17:49:48.692796,Long,68.0,13209.86,51074.0
2024-01-29 17:49:54.926352,Short,32.0,6310.94,22958.0
2024-01-29 17:49:54.926352,Long,68.0,13209.86,51074.0
2024-01-29 17:50:02.038284,Short,32.0,6310.94,22958.0
2024-01-29 17:50:02.038284,Long,68.0,13209.86,51074.0
2024-01-29 17:50:08.157505,Short,32.0,6310.94,22958.0
2024-01-29 17:50:08.157505,Long,68.0,13209.86,51074.0
2024-01-29 17:50:14.361410,Short,32.0,6309.1,22947.0
2024-01-29 17:50:14.361410,Long,68.0,13215.34,51101.0
2024-01-29 17:50:20.668188,Short,32.0,6309.1,22947.0
2024-01-29 17:50:20.668188,Long,68.0,13215.34,51101.0
2024-01-29 17:50:26.781160,Short,32.0,6309.1,22947.0
2024-01-29 17:50:26.781160,Long,68.0,13215.34,51101.0
2024-01-29 17:50:32.897840,Short,32.0,6309.1,22947.0
2024-01-29 17:50:32.897840,Long,68.0,13215.34,51101.0
2024-01-29 17:50:38.999443,Short,32.0,6309.1,22947.0
2024-01-29 17:50:38.999443,Long,68.0,13215.34,51101.0
2024-01-29 17:50:45.118333,Short,32.0,6309.1,22947.0
2024-01-29 17:50:45.118333,Long,68.0,13215.34,51101.0
2024-01-29 17:50:51.561028,Short,32.0,6309.1,22947.0
2024-01-29 17:50:51.561028,Long,68.0,13215.34,51101.0
2024-01-29 17:50:57.696536,Short,32.0,6309.1,22947.0
2024-01-29 17:50:57.696536,Long,68.0,13215.34,51101.0
2024-01-29 17:51:04.814685,Short,32.0,6309.1,22947.0
2024-01-29 17:51:04.814685,Long,68.0,13215.34,51101.0
2024-01-29 17:51:11.001969,Short,32.0,6309.1,22947.0
2024-01-29 17:51:11.001969,Long,68.0,13215.34,51101.0
2024-01-29 17:51:17.161945,Short,32.0,6306.08,22932.0
2024-01-29 17:51:17.161945,Long,68.0,13217.63,51127.0
2024-01-29 17:51:23.602794,Short,32.0,6306.08,22932.0
2024-01-29 17:51:23.602794,Long,68.0,13217.63,51127.0
2024-01-29 17:51:30.019750,Short,32.0,6306.08,22932.0
2024-01-29 17:51:30.019750,Long,68.0,13217.63,51127.0
2024-01-29 17:51:36.481674,Short,32.0,6306.08,22932.0
2024-01-29 17:51:36.481674,Long,68.0,13217.63,51127.0
2024-01-29 17:51:42.631103,Short,32.0,6306.08,22932.0
2024-01-29 17:51:42.631103,Long,68.0,13217.63,51127.0
2024-01-29 17:51:48.873176,Short,32.0,6306.08,22932.0
2024-01-29 17:51:48.873176,Long,68.0,13217.63,51127.0
2024-01-29 17:51:54.983572,Short,32.0,6306.08,22932.0
2024-01-29 17:51:54.983572,Long,68.0,13217.63,51127.0
2024-01-29 17:52:01.160604,Short,32.0,6306.08,22932.0
2024-01-29 17:52:01.160604,Long,68.0,13217.63,51127.0
2024-01-29 17:52:07.407071,Short,32.0,6306.08,22932.0
2024-01-29 17:52:07.407071,Long,68.0,13217.63,51127.0
2024-01-29 17:52:13.517737,Short,33.0,6307.53,22894.0
2024-01-29 17:52:13.517737,Long,67.0,12983.58,51023.0
2024-01-29 17:52:20.007490,Short,33.0,6307.53,22894.0
2024-01-29 17:52:20.007490,Long,67.0,12983.58,51023.0
2024-01-29 17:52:26.267044,Short,33.0,6307.53,22894.0
2024-01-29 17:52:26.267044,Long,67.0,12983.58,51023.0
2024-01-29 17:52:32.492627,Short,33.0,6307.53,22894.0
2024-01-29 17:52:32.492627,Long,67.0,12983.58,51023.0
2024-01-29 17:52:39.353626,Short,33.0,6307.53,22894.0
2024-01-29 17:52:39.353626,Long,67.0,12983.58,51023.0
2024-01-29 17:52:45.535905,Short,33.0,6307.53,22894.0
2024-01-29 17:52:45.535905,Long,67.0,12983.58,51023.0
2024-01-29 17:52:51.677976,Short,33.0,6307.53,22894.0
2024-01-29 17:52:51.677976,Long,67.0,12983.58,51023.0
2024-01-29 17:52:57.813782,Short,33.0,6307.53,22894.0
2024-01-29 17:52:57.813782,Long,67.0,12983.58,51023.0
2024-01-29 17:53:03.983759,Short,33.0,6307.53,22894.0
2024-01-29 17:53:03.983759,Long,67.0,12983.58,51023.0
2024-01-29 17:53:12.579401,Short,33.0,6307.53,22894.0
2024-01-29 17:53:12.579401,Long,67.0,12983.58,51023.0
2024-01-29 17:53:18.914540,Short,33.0,6304.41,22839.0
2024-01-29 17:53:18.914540,Long,67.0,12958.45,50962.0
2024-01-29 17:53:25.194451,Short,33.0,6304.41,22839.0
2024-01-29 17:53:25.194451,Long,67.0,12958.45,50962.0
2024-01-29 17:53:31.528158,Short,33.0,6304.41,22839.0
2024-01-29 17:53:31.528158,Long,67.0,12958.45,50962.0
2024-01-29 17:53:38.013945,Short,33.0,6304.41,22839.0
2024-01-29 17:53:38.013945,Long,67.0,12958.45,50962.0
2024-01-29 17:53:44.391446,Short,33.0,6304.41,22839.0
2024-01-29 17:53:44.391446,Long,67.0,12958.45,50962.0
2024-01-29 17:53:51.134393,Short,33.0,6304.41,22839.0
2024-01-29 17:53:51.134393,Long,67.0,12958.45,50962.0
2024-01-29 17:53:57.385023,Short,33.0,6304.41,22839.0
2024-01-29 17:53:57.385023,Long,67.0,12958.45,50962.0
2024-01-29 17:54:03.470269,Short,33.0,6304.41,22839.0
2024-01-29 17:54:03.470269,Long,67.0,12958.45,50962.0
2024-01-29 17:54:09.629692,Short,33.0,6304.41,22839.0
2024-01-29 17:54:09.629692,Long,67.0,12958.45,50962.0
2024-01-29 17:54:16.846013,Short,33.0,6304.14,22815.0
2024-01-29 17:54:16.846013,Long,67.0,12941.74,50905.0
2024-01-29 17:54:23.121850,Short,33.0,6304.14,22815.0
2024-01-29 17:54:23.121850,Long,67.0,12941.74,50905.0
2024-01-29 17:54:29.425596,Short,33.0,6304.14,22815.0
2024-01-29 17:54:29.425596,Long,67.0,12941.74,50905.0
2024-01-29 17:54:35.588040,Short,33.0,6304.14,22815.0
2024-01-29 17:54:35.588040,Long,67.0,12941.74,50905.0
2024-01-29 17:54:41.693615,Short,33.0,6304.14,22815.0
2024-01-29 17:54:41.693615,Long,67.0,12941.74,50905.0
2024-01-29 17:54:47.887351,Short,33.0,6304.14,22815.0
2024-01-29 17:54:47.887351,Long,67.0,12941.74,50905.0
2024-01-29 17:54:53.984640,Short,33.0,6304.14,22815.0
2024-01-29 17:54:53.984640,Long,67.0,12941.74,50905.0
2024-01-29 17:55:00.194916,Short,33.0,6304.14,22815.0
2024-01-29 17:55:00.194916,Long,67.0,12941.74,50905.0
2024-01-29 17:55:06.391537,Short,33.0,6304.14,22815.0
2024-01-29 17:55:06.391537,Long,67.0,12941.74,50905.0
2024-01-29 17:55:12.434376,Short,33.0,6304.14,22815.0
2024-01-29 17:55:12.434376,Long,67.0,12941.74,50905.0
2024-01-29 17:55:19.701746,Short,33.0,6299.18,22785.0
2024-01-29 17:55:19.701746,Long,67.0,12748.29,50853.0
2024-01-29 17:55:25.898976,Short,33.0,6299.18,22785.0
2024-01-29 17:55:25.898976,Long,67.0,12748.29,50853.0
2024-01-29 17:55:32.128862,Short,33.0,6299.18,22785.0
2024-01-29 17:55:32.128862,Long,67.0,12748.29,50853.0
2024-01-29 17:55:38.273229,Short,33.0,6299.18,22785.0
2024-01-29 17:55:38.273229,Long,67.0,12748.29,50853.0
2024-01-29 17:55:44.342928,Short,33.0,6299.18,22785.0
2024-01-29 17:55:44.342928,Long,67.0,12748.29,50853.0
2024-01-29 17:55:50.550883,Short,33.0,6299.18,22785.0
2024-01-29 17:55:50.550883,Long,67.0,12748.29,50853.0
2024-01-29 17:55:56.659575,Short,33.0,6299.18,22785.0
2024-01-29 17:55:56.659575,Long,67.0,12748.29,50853.0
2024-01-29 17:56:02.971436,Short,33.0,6299.18,22785.0
2024-01-29 17:56:02.971436,Long,67.0,12748.29,50853.0
2024-01-29 17:56:09.181577,Short,33.0,6299.18,22785.0
2024-01-29 17:56:09.181577,Long,67.0,12748.29,50853.0
2024-01-29 17:56:15.366795,Short,33.0,6299.18,22785.0
2024-01-29 17:56:15.366795,Long,67.0,12748.29,50853.0
2024-01-29 17:56:22.609977,Short,33.0,6296.68,22759.0
2024-01-29 17:56:22.609977,Long,67.0,12741.07,50859.0
2024-01-29 17:56:28.830727,Short,33.0,6296.68,22759.0
2024-01-29 17:56:28.830727,Long,67.0,12741.07,50859.0
2024-01-29 17:56:34.938749,Short,33.0,6296.68,22759.0
2024-01-29 17:56:34.938749,Long,67.0,12741.07,50859.0
2024-01-29 17:56:41.137880,Short,33.0,6296.68,22759.0
2024-01-29 17:56:41.137880,Long,67.0,12741.07,50859.0
2024-01-29 17:56:47.266395,Short,33.0,6296.68,22759.0
2024-01-29 17:56:47.266395,Long,67.0,12741.07,50859.0
2024-01-29 17:56:53.466854,Short,33.0,6296.68,22759.0
2024-01-29 17:56:53.466854,Long,67.0,12741.07,50859.0
2024-01-29 17:56:59.577483,Short,33.0,6296.68,22759.0
2024-01-29 17:56:59.577483,Long,67.0,12741.07,50859.0
2024-01-29 17:57:05.711227,Short,33.0,6296.68,22759.0
2024-01-29 17:57:05.711227,Long,67.0,12741.07,50859.0
2024-01-29 17:57:12.091957,Short,33.0,6296.68,22759.0
2024-01-29 17:57:12.091957,Long,67.0,12741.07,50859.0
2024-01-29 17:57:18.314643,Short,33.0,6296.68,22759.0
2024-01-29 17:57:18.314643,Long,67.0,12741.07,50859.0
2024-01-29 17:57:24.368439,Short,33.0,6278.17,22703.0
2024-01-29 17:57:24.368439,Long,67.0,12759.5,50866.0
2024-01-29 17:57:30.528529,Short,33.0,6278.17,22703.0
2024-01-29 17:57:30.528529,Long,67.0,12759.5,50866.0
2024-01-29 17:57:38.002206,Short,33.0,6278.17,22703.0
2024-01-29 17:57:38.002206,Long,67.0,12759.5,50866.0
2024-01-29 17:57:44.058987,Short,33.0,6278.17,22703.0
2024-01-29 17:57:44.058987,Long,67.0,12759.5,50866.0
2024-01-29 17:57:50.242795,Short,33.0,6278.17,22703.0
2024-01-29 17:57:50.242795,Long,67.0,12759.5,50866.0
2024-01-29 17:57:56.409760,Short,33.0,6278.17,22703.0
2024-01-29 17:57:56.409760,Long,67.0,12759.5,50866.0
2024-01-29 17:58:02.568785,Short,33.0,6278.17,22703.0
2024-01-29 17:58:02.568785,Long,67.0,12759.5,50866.0
2024-01-29 17:58:09.088217,Short,33.0,6278.17,22703.0
2024-01-29 17:58:09.088217,Long,67.0,12759.5,50866.0
2024-01-29 17:58:15.263798,Short,33.0,6278.17,22703.0
2024-01-29 17:58:15.263798,Long,67.0,12759.5,50866.0
2024-01-29 17:58:21.440847,Short,33.0,6278.17,22703.0
2024-01-29 17:58:21.440847,Long,67.0,12759.5,50866.0
2024-01-29 17:58:27.599576,Short,33.0,6278.03,22703.0
2024-01-29 17:58:27.599576,Long,67.0,12743.3,50869.0
2024-01-29 17:58:33.718027,Short,33.0,6278.03,22703.0
2024-01-29 17:58:33.718027,Long,67.0,12743.3,50869.0
2024-01-29 17:58:40.020258,Short,33.0,6278.03,22703.0
2024-01-29 17:58:40.020258,Long,67.0,12743.3,50869.0
2024-01-29 17:58:46.103135,Short,33.0,6278.03,22703.0
2024-01-29 17:58:46.103135,Long,67.0,12743.3,50869.0
2024-01-29 17:58:52.366101,Short,33.0,6278.03,22703.0
2024-01-29 17:58:52.366101,Long,67.0,12743.3,50869.0
2024-01-29 17:58:58.464700,Short,33.0,6278.03,22703.0
2024-01-29 17:58:58.464700,Long,67.0,12743.3,50869.0
2024-01-29 17:59:04.643146,Short,33.0,6278.03,22703.0
2024-01-29 17:59:04.643146,Long,67.0,12743.3,50869.0
2024-01-29 17:59:10.753212,Short,33.0,6278.03,22703.0
2024-01-29 17:59:10.753212,Long,67.0,12743.3,50869.0
2024-01-29 17:59:16.858275,Short,33.0,6278.03,22703.0
2024-01-29 17:59:16.858275,Long,67.0,12743.3,50869.0
2024-01-29 17:59:23.007310,Short,33.0,6278.03,22703.0
2024-01-29 17:59:23.007310,Long,67.0,12743.3,50869.0
2024-01-29 17:59:29.160929,Short,33.0,6277.81,22691.0
2024-01-29 17:59:29.160929,Long,67.0,12743.0,50872.0
2024-01-29 17:59:35.561215,Short,33.0,6277.81,22691.0
2024-01-29 17:59:35.561215,Long,67.0,12743.0,50872.0
2024-01-29 17:59:41.730160,Short,33.0,6277.81,22691.0
2024-01-29 17:59:41.730160,Long,67.0,12743.0,50872.0
2024-01-29 17:59:47.992481,Short,33.0,6277.81,22691.0
2024-01-29 17:59:47.992481,Long,67.0,12743.0,50872.0
2024-01-29 17:59:54.598129,Short,33.0,6277.81,22691.0
2024-01-29 17:59:54.598129,Long,67.0,12743.0,50872.0
2024-01-29 18:00:01.250929,Short,33.0,6277.81,22691.0
2024-01-29 18:00:01.250929,Long,67.0,12743.0,50872.0
2024-01-29 18:00:07.457029,Short,33.0,6277.81,22691.0
2024-01-29 18:00:07.457029,Long,67.0,12743.0,50872.0
2024-01-29 18:00:13.598752,Short,33.0,6277.81,22691.0
2024-01-29 18:00:13.598752,Long,67.0,12743.0,50872.0
2024-01-29 18:00:19.742700,Short,33.0,6277.81,22691.0
2024-01-29 18:00:19.742700,Long,67.0,12743.0,50872.0
2024-01-29 18:00:25.911892,Short,33.0,6277.81,22691.0
2024-01-29 18:00:25.911892,Long,67.0,12743.0,50872.0
2024-01-29 18:00:32.006698,Short,33.0,6277.63,22687.0
2024-01-29 18:00:32.006698,Long,67.0,12740.28,50876.0
2024-01-29 18:00:38.160068,Short,33.0,6277.63,22687.0
2024-01-29 18:00:38.160068,Long,67.0,12740.28,50876.0
2024-01-29 18:00:44.315787,Short,33.0,6277.63,22687.0
2024-01-29 18:00:44.315787,Long,67.0,12740.28,50876.0
2024-01-29 18:00:51.390077,Short,33.0,6277.63,22687.0
2024-01-29 18:00:51.390077,Long,67.0,12740.28,50876.0
2024-01-29 18:00:57.707035,Short,33.0,6277.63,22687.0
2024-01-29 18:00:57.707035,Long,67.0,12740.28,50876.0
2024-01-29 18:01:03.940100,Short,33.0,6277.63,22687.0
2024-01-29 18:01:03.940100,Long,67.0,12740.28,50876.0
2024-01-29 18:01:10.170956,Short,33.0,6277.63,22687.0
2024-01-29 18:01:10.170956,Long,67.0,12740.28,50876.0
2024-01-29 18:01:16.509929,Short,33.0,6277.63,22687.0
2024-01-29 18:01:16.509929,Long,67.0,12740.28,50876.0
2024-01-29 18:01:22.708615,Short,33.0,6277.63,22687.0
2024-01-29 18:01:22.708615,Long,67.0,12740.28,50876.0
